locus,kegg_pathway_id,kegg_pathway
sll0107,syn01100,Metabolic pathways
sll0109,syn01100,Metabolic pathways
sll0135,syn01100,Metabolic pathways
sll0144,syn01100,Metabolic pathways
sll0147,syn01100,Metabolic pathways
sll0158,syn01100,Metabolic pathways
sll0166,syn01100,Metabolic pathways
sll0171,syn01100,Metabolic pathways
sll0179,syn01100,Metabolic pathways
sll0199,syn01100,Metabolic pathways
sll0207,syn01100,Metabolic pathways
sll0220,syn01100,Metabolic pathways
sll0223,syn01100,Metabolic pathways
sll0228,syn01100,Metabolic pathways
sll0244,syn01100,Metabolic pathways
sll0250,syn01100,Metabolic pathways
sll0258,syn01100,Metabolic pathways
sll0262,syn01100,Metabolic pathways
sll0300,syn01100,Metabolic pathways
sll0329,syn01100,Metabolic pathways
sll0336,syn01100,Metabolic pathways
sll0356,syn01100,Metabolic pathways
sll0368,syn01100,Metabolic pathways
sll0370,syn01100,Metabolic pathways
sll0373,syn01100,Metabolic pathways
sll0378,syn01100,Metabolic pathways
sll0379,syn01100,Metabolic pathways
sll0398,syn01100,Metabolic pathways
sll0401,syn01100,Metabolic pathways
sll0402,syn01100,Metabolic pathways
sll0404,syn01100,Metabolic pathways
sll0409,syn01100,Metabolic pathways
sll0418,syn01100,Metabolic pathways
sll0420,syn01100,Metabolic pathways
sll0421,syn01100,Metabolic pathways
sll0422,syn01100,Metabolic pathways
sll0427,syn01100,Metabolic pathways
sll0450,syn01100,Metabolic pathways
sll0455,syn01100,Metabolic pathways
sll0461,syn01100,Metabolic pathways
sll0469,syn01100,Metabolic pathways
sll0480,syn01100,Metabolic pathways
sll0504,syn01100,Metabolic pathways
sll0509,syn01100,Metabolic pathways
sll0513,syn01100,Metabolic pathways
sll0519,syn01100,Metabolic pathways
sll0520,syn01100,Metabolic pathways
sll0521,syn01100,Metabolic pathways
sll0522,syn01100,Metabolic pathways
sll0542,syn01100,Metabolic pathways
sll0573,syn01100,Metabolic pathways
sll0578,syn01100,Metabolic pathways
sll0585,syn01100,Metabolic pathways
sll0587,syn01100,Metabolic pathways
sll0593,syn01100,Metabolic pathways
sll0603,syn01100,Metabolic pathways
sll0622,syn01100,Metabolic pathways
sll0629,syn01100,Metabolic pathways
sll0631,syn01100,Metabolic pathways
sll0635,syn01100,Metabolic pathways
sll0646,syn01100,Metabolic pathways
sll0657,syn01100,Metabolic pathways
sll0659,syn01100,Metabolic pathways
sll0704,syn01100,Metabolic pathways
sll0711,syn01100,Metabolic pathways
sll0712,syn01100,Metabolic pathways
sll0726,syn01100,Metabolic pathways
sll0728,syn01100,Metabolic pathways
sll0735,syn01100,Metabolic pathways
sll0741,syn01100,Metabolic pathways
sll0744,syn01100,Metabolic pathways
sll0745,syn01100,Metabolic pathways
sll0753,syn01100,Metabolic pathways
sll0757,syn01100,Metabolic pathways
sll0784,syn01100,Metabolic pathways
sll0794,syn01100,Metabolic pathways
sll0807,syn01100,Metabolic pathways
sll0809,syn01100,Metabolic pathways
sll0813,syn01100,Metabolic pathways
sll0817,syn01100,Metabolic pathways
sll0819,syn01100,Metabolic pathways
sll0823,syn01100,Metabolic pathways
sll0828,syn01100,Metabolic pathways
sll0838,syn01100,Metabolic pathways
sll0842,syn01100,Metabolic pathways
sll0849,syn01100,Metabolic pathways
sll0851,syn01100,Metabolic pathways
sll0861,syn01100,Metabolic pathways
sll0868,syn01100,Metabolic pathways
sll0873,syn01100,Metabolic pathways
sll0891,syn01100,Metabolic pathways
sll0892,syn01100,Metabolic pathways
sll0895,syn01100,Metabolic pathways
sll0898,syn01100,Metabolic pathways
sll0899,syn01100,Metabolic pathways
sll0900,syn01100,Metabolic pathways
sll0901,syn01100,Metabolic pathways
sll0902,syn01100,Metabolic pathways
sll0905,syn01100,Metabolic pathways
sll0916,syn01100,Metabolic pathways
sll0920,syn01100,Metabolic pathways
sll0927,syn01100,Metabolic pathways
sll0928,syn01100,Metabolic pathways
sll0934,syn01100,Metabolic pathways
sll0936,syn01100,Metabolic pathways
sll0945,syn01100,Metabolic pathways
sll0990,syn01100,Metabolic pathways
sll0992,syn01100,Metabolic pathways
sll1004,syn01100,Metabolic pathways
sll1018,syn01100,Metabolic pathways
sll1019,syn01100,Metabolic pathways
sll1023,syn01100,Metabolic pathways
sll1027,syn01100,Metabolic pathways
sll1035,syn01100,Metabolic pathways
sll1051,syn01100,Metabolic pathways
sll1054,syn01100,Metabolic pathways
sll1056,syn01100,Metabolic pathways
sll1058,syn01100,Metabolic pathways
sll1059,syn01100,Metabolic pathways
sll1069,syn01100,Metabolic pathways
sll1070,syn01100,Metabolic pathways
sll1077,syn01100,Metabolic pathways
sll1091,syn01100,Metabolic pathways
sll1108,syn01100,Metabolic pathways
sll1112,syn01100,Metabolic pathways
sll1127,syn01100,Metabolic pathways
sll1147,syn01100,Metabolic pathways
sll1161,syn01100,Metabolic pathways
sll1172,syn01100,Metabolic pathways
sll1182,syn01100,Metabolic pathways
sll1184,syn01100,Metabolic pathways
sll1185,syn01100,Metabolic pathways
sll1189,syn01100,Metabolic pathways
sll1194,syn01100,Metabolic pathways
sll1196,syn01100,Metabolic pathways
sll1212,syn01100,Metabolic pathways
sll1213,syn01100,Metabolic pathways
sll1214,syn01100,Metabolic pathways
sll1220,syn01100,Metabolic pathways
sll1221,syn01100,Metabolic pathways
sll1223,syn01100,Metabolic pathways
sll1234,syn01100,Metabolic pathways
sll1249,syn01100,Metabolic pathways
sll1258,syn01100,Metabolic pathways
sll1262,syn01100,Metabolic pathways
sll1275,syn01100,Metabolic pathways
sll1281,syn01100,Metabolic pathways
sll1282,syn01100,Metabolic pathways
sll1285,syn01100,Metabolic pathways
sll1298,syn01100,Metabolic pathways
sll1299,syn01100,Metabolic pathways
sll1316,syn01100,Metabolic pathways
sll1317,syn01100,Metabolic pathways
sll1322,syn01100,Metabolic pathways
sll1323,syn01100,Metabolic pathways
sll1324,syn01100,Metabolic pathways
sll1325,syn01100,Metabolic pathways
sll1326,syn01100,Metabolic pathways
sll1327,syn01100,Metabolic pathways
sll1329,syn01100,Metabolic pathways
sll1342,syn01100,Metabolic pathways
sll1343,syn01100,Metabolic pathways
sll1349,syn01100,Metabolic pathways
sll1356,syn01100,Metabolic pathways
sll1358,syn01100,Metabolic pathways
sll1363,syn01100,Metabolic pathways
sll1370,syn01100,Metabolic pathways
sll1376,syn01100,Metabolic pathways
sll1377,syn01100,Metabolic pathways
sll1382,syn01100,Metabolic pathways
sll1383,syn01100,Metabolic pathways
sll1393,syn01100,Metabolic pathways
sll1395,syn01100,Metabolic pathways
sll1398,syn01100,Metabolic pathways
sll1415,syn01100,Metabolic pathways
sll1418,syn01100,Metabolic pathways
sll1430,syn01100,Metabolic pathways
sll1435,syn01100,Metabolic pathways
sll1440,syn01100,Metabolic pathways
sll1443,syn01100,Metabolic pathways
sll1444,syn01100,Metabolic pathways
sll1454,syn01100,Metabolic pathways
sll1459,syn01100,Metabolic pathways
sll1468,syn01100,Metabolic pathways
sll1470,syn01100,Metabolic pathways
sll1471,syn01100,Metabolic pathways
sll1479,syn01100,Metabolic pathways
sll1484,syn01100,Metabolic pathways
sll1495,syn01100,Metabolic pathways
sll1496,syn01100,Metabolic pathways
sll1498,syn01100,Metabolic pathways
sll1501,syn01100,Metabolic pathways
sll1508,syn01100,Metabolic pathways
sll1522,syn01100,Metabolic pathways
sll1525,syn01100,Metabolic pathways
sll1538,syn01100,Metabolic pathways
sll1540,syn01100,Metabolic pathways
sll1545,syn01100,Metabolic pathways
sll1546,syn01100,Metabolic pathways
sll1556,syn01100,Metabolic pathways
sll1557,syn01100,Metabolic pathways
sll1558,syn01100,Metabolic pathways
sll1561,syn01100,Metabolic pathways
sll1564,syn01100,Metabolic pathways
sll1577,syn01100,Metabolic pathways
sll1578,syn01100,Metabolic pathways
sll1579,syn01100,Metabolic pathways
sll1580,syn01100,Metabolic pathways
sll1605,syn01100,Metabolic pathways
sll1612,syn01100,Metabolic pathways
sll1625,syn01100,Metabolic pathways
sll1635,syn01100,Metabolic pathways
sll1641,syn01100,Metabolic pathways
sll1643,syn01100,Metabolic pathways
sll1653,syn01100,Metabolic pathways
sll1655,syn01100,Metabolic pathways
sll1659,syn01100,Metabolic pathways
sll1662,syn01100,Metabolic pathways
sll1669,syn01100,Metabolic pathways
sll1676,syn01100,Metabolic pathways
sll1682,syn01100,Metabolic pathways
sll1688,syn01100,Metabolic pathways
sll1709,syn01100,Metabolic pathways
sll1721,syn01100,Metabolic pathways
sll1732,syn01100,Metabolic pathways
sll1733,syn01100,Metabolic pathways
sll1747,syn01100,Metabolic pathways
sll1750,syn01100,Metabolic pathways
sll1758,syn01100,Metabolic pathways
sll1760,syn01100,Metabolic pathways
sll1775,syn01100,Metabolic pathways
sll1776,syn01100,Metabolic pathways
sll1796,syn01100,Metabolic pathways
sll1797,syn01100,Metabolic pathways
sll1815,syn01100,Metabolic pathways
sll1823,syn01100,Metabolic pathways
sll1831,syn01100,Metabolic pathways
sll1833,syn01100,Metabolic pathways
sll1841,syn01100,Metabolic pathways
sll1848,syn01100,Metabolic pathways
sll1852,syn01100,Metabolic pathways
sll1867,syn01100,Metabolic pathways
sll1874,syn01100,Metabolic pathways
sll1875,syn01100,Metabolic pathways
sll1876,syn01100,Metabolic pathways
sll1883,syn01100,Metabolic pathways
sll1890,syn01100,Metabolic pathways
sll1893,syn01100,Metabolic pathways
sll1894,syn01100,Metabolic pathways
sll1898,syn01100,Metabolic pathways
sll1899,syn01100,Metabolic pathways
sll1902,syn01100,Metabolic pathways
sll1908,syn01100,Metabolic pathways
sll1916,syn01100,Metabolic pathways
sll1931,syn01100,Metabolic pathways
sll1945,syn01100,Metabolic pathways
sll1958,syn01100,Metabolic pathways
sll1969,syn01100,Metabolic pathways
sll1973,syn01100,Metabolic pathways
sll1981,syn01100,Metabolic pathways
sll1987,syn01100,Metabolic pathways
sll1994,syn01100,Metabolic pathways
sll2001,syn01100,Metabolic pathways
sll2010,syn01100,Metabolic pathways
sll2011,syn01100,Metabolic pathways
sll5079,syn01100,Metabolic pathways
slr0009,syn01100,Metabolic pathways
slr0012,syn01100,Metabolic pathways
slr0015,syn01100,Metabolic pathways
slr0017,syn01100,Metabolic pathways
slr0018,syn01100,Metabolic pathways
slr0032,syn01100,Metabolic pathways
slr0033,syn01100,Metabolic pathways
slr0049,syn01100,Metabolic pathways
slr0051,syn01100,Metabolic pathways
slr0054,syn01100,Metabolic pathways
slr0055,syn01100,Metabolic pathways
slr0056,syn01100,Metabolic pathways
slr0066,syn01100,Metabolic pathways
slr0070,syn01100,Metabolic pathways
slr0077,syn01100,Metabolic pathways
slr0078,syn01100,Metabolic pathways
slr0084,syn01100,Metabolic pathways
slr0089,syn01100,Metabolic pathways
slr0090,syn01100,Metabolic pathways
slr0091,syn01100,Metabolic pathways
slr0118,syn01100,Metabolic pathways
slr0150,syn01100,Metabolic pathways
slr0185,syn01100,Metabolic pathways
slr0186,syn01100,Metabolic pathways
slr0194,syn01100,Metabolic pathways
slr0201,syn01100,Metabolic pathways
slr0204,syn01100,Metabolic pathways
slr0212,syn01100,Metabolic pathways
slr0213,syn01100,Metabolic pathways
slr0214,syn01100,Metabolic pathways
slr0216,syn01100,Metabolic pathways
slr0229,syn01100,Metabolic pathways
slr0237,syn01100,Metabolic pathways
slr0239,syn01100,Metabolic pathways
slr0252,syn01100,Metabolic pathways
slr0260,syn01100,Metabolic pathways
slr0261,syn01100,Metabolic pathways
slr0288,syn01100,Metabolic pathways
slr0293,syn01100,Metabolic pathways
slr0301,syn01100,Metabolic pathways
slr0306,syn01100,Metabolic pathways
slr0329,syn01100,Metabolic pathways
slr0331,syn01100,Metabolic pathways
slr0335,syn01100,Metabolic pathways
slr0342,syn01100,Metabolic pathways
slr0343,syn01100,Metabolic pathways
slr0348,syn01100,Metabolic pathways
slr0355,syn01100,Metabolic pathways
slr0370,syn01100,Metabolic pathways
slr0379,syn01100,Metabolic pathways
slr0381,syn01100,Metabolic pathways
slr0387,syn01100,Metabolic pathways
slr0394,syn01100,Metabolic pathways
slr0400,syn01100,Metabolic pathways
slr0402,syn01100,Metabolic pathways
slr0406,syn01100,Metabolic pathways
slr0426,syn01100,Metabolic pathways
slr0427,syn01100,Metabolic pathways
slr0435,syn01100,Metabolic pathways
slr0444,syn01100,Metabolic pathways
slr0452,syn01100,Metabolic pathways
slr0453,syn01100,Metabolic pathways
slr0458,syn01100,Metabolic pathways
slr0477,syn01100,Metabolic pathways
slr0492,syn01100,Metabolic pathways
slr0493,syn01100,Metabolic pathways
slr0495,syn01100,Metabolic pathways
slr0500,syn01100,Metabolic pathways
slr0506,syn01100,Metabolic pathways
slr0519,syn01100,Metabolic pathways
slr0520,syn01100,Metabolic pathways
slr0523,syn01100,Metabolic pathways
slr0525,syn01100,Metabolic pathways
slr0526,syn01100,Metabolic pathways
slr0527,syn01100,Metabolic pathways
slr0528,syn01100,Metabolic pathways
slr0536,syn01100,Metabolic pathways
slr0543,syn01100,Metabolic pathways
slr0546,syn01100,Metabolic pathways
slr0549,syn01100,Metabolic pathways
slr0550,syn01100,Metabolic pathways
slr0553,syn01100,Metabolic pathways
slr0585,syn01100,Metabolic pathways
slr0591,syn01100,Metabolic pathways
slr0596,syn01100,Metabolic pathways
slr0597,syn01100,Metabolic pathways
slr0608,syn01100,Metabolic pathways
slr0618,syn01100,Metabolic pathways
slr0624,syn01100,Metabolic pathways
slr0633,syn01100,Metabolic pathways
slr0636,syn01100,Metabolic pathways
slr0646,syn01100,Metabolic pathways
slr0649,syn01100,Metabolic pathways
slr0652,syn01100,Metabolic pathways
slr0657,syn01100,Metabolic pathways
slr0661,syn01100,Metabolic pathways
slr0662,syn01100,Metabolic pathways
slr0665,syn01100,Metabolic pathways
slr0676,syn01100,Metabolic pathways
slr0682,syn01100,Metabolic pathways
slr0689,syn01100,Metabolic pathways
slr0697,syn01100,Metabolic pathways
slr0710,syn01100,Metabolic pathways
slr0711,syn01100,Metabolic pathways
slr0737,syn01100,Metabolic pathways
slr0738,syn01100,Metabolic pathways
slr0739,syn01100,Metabolic pathways
slr0749,syn01100,Metabolic pathways
slr0750,syn01100,Metabolic pathways
slr0752,syn01100,Metabolic pathways
slr0772,syn01100,Metabolic pathways
slr0776,syn01100,Metabolic pathways
slr0783,syn01100,Metabolic pathways
slr0787,syn01100,Metabolic pathways
slr0788,syn01100,Metabolic pathways
slr0804,syn01100,Metabolic pathways
slr0809,syn01100,Metabolic pathways
slr0812,syn01100,Metabolic pathways
slr0813,syn01100,Metabolic pathways
slr0817,syn01100,Metabolic pathways
slr0827,syn01100,Metabolic pathways
slr0836,syn01100,Metabolic pathways
slr0838,syn01100,Metabolic pathways
slr0839,syn01100,Metabolic pathways
slr0844,syn01100,Metabolic pathways
slr0847,syn01100,Metabolic pathways
slr0851,syn01100,Metabolic pathways
slr0861,syn01100,Metabolic pathways
slr0862,syn01100,Metabolic pathways
slr0865,syn01100,Metabolic pathways
slr0877,syn01100,Metabolic pathways
slr0879,syn01100,Metabolic pathways
slr0884,syn01100,Metabolic pathways
slr0886,syn01100,Metabolic pathways
slr0897,syn01100,Metabolic pathways
slr0898,syn01100,Metabolic pathways
slr0899,syn01100,Metabolic pathways
slr0900,syn01100,Metabolic pathways
slr0901,syn01100,Metabolic pathways
slr0902,syn01100,Metabolic pathways
slr0903,syn01100,Metabolic pathways
slr0905,syn01100,Metabolic pathways
slr0906,syn01100,Metabolic pathways
slr0917,syn01100,Metabolic pathways
slr0926,syn01100,Metabolic pathways
slr0927,syn01100,Metabolic pathways
slr0936,syn01100,Metabolic pathways
slr0938,syn01100,Metabolic pathways
slr0940,syn01100,Metabolic pathways
slr0942,syn01100,Metabolic pathways
slr0943,syn01100,Metabolic pathways
slr0951,syn01100,Metabolic pathways
slr0952,syn01100,Metabolic pathways
slr0963,syn01100,Metabolic pathways
slr0966,syn01100,Metabolic pathways
slr0969,syn01100,Metabolic pathways
slr0983,syn01100,Metabolic pathways
slr0984,syn01100,Metabolic pathways
slr0985,syn01100,Metabolic pathways
slr0994,syn01100,Metabolic pathways
slr1019,syn01100,Metabolic pathways
slr1020,syn01100,Metabolic pathways
slr1022,syn01100,Metabolic pathways
slr1030,syn01100,Metabolic pathways
slr1050,syn01100,Metabolic pathways
slr1051,syn01100,Metabolic pathways
slr1055,syn01100,Metabolic pathways
slr1067,syn01100,Metabolic pathways
slr1072,syn01100,Metabolic pathways
slr1078,syn01100,Metabolic pathways
slr1093,syn01100,Metabolic pathways
slr1096,syn01100,Metabolic pathways
slr1099,syn01100,Metabolic pathways
slr1123,syn01100,Metabolic pathways
slr1124,syn01100,Metabolic pathways
slr1133,syn01100,Metabolic pathways
slr1134,syn01100,Metabolic pathways
slr1136,syn01100,Metabolic pathways
slr1137,syn01100,Metabolic pathways
slr1138,syn01100,Metabolic pathways
slr1159,syn01100,Metabolic pathways
slr1164,syn01100,Metabolic pathways
slr1165,syn01100,Metabolic pathways
slr1176,syn01100,Metabolic pathways
slr1179,syn01100,Metabolic pathways
slr1181,syn01100,Metabolic pathways
slr1185,syn01100,Metabolic pathways
slr1192,syn01100,Metabolic pathways
slr1211,syn01100,Metabolic pathways
slr1226,syn01100,Metabolic pathways
slr1233,syn01100,Metabolic pathways
slr1237,syn01100,Metabolic pathways
slr1238,syn01100,Metabolic pathways
slr1239,syn01100,Metabolic pathways
slr1254,syn01100,Metabolic pathways
slr1255,syn01100,Metabolic pathways
slr1256,syn01100,Metabolic pathways
slr1269,syn01100,Metabolic pathways
slr1279,syn01100,Metabolic pathways
slr1280,syn01100,Metabolic pathways
slr1281,syn01100,Metabolic pathways
slr1289,syn01100,Metabolic pathways
slr1291,syn01100,Metabolic pathways
slr1299,syn01100,Metabolic pathways
slr1300,syn01100,Metabolic pathways
slr1311,syn01100,Metabolic pathways
slr1312,syn01100,Metabolic pathways
slr1325,syn01100,Metabolic pathways
slr1329,syn01100,Metabolic pathways
slr1330,syn01100,Metabolic pathways
slr1332,syn01100,Metabolic pathways
slr1347,syn01100,Metabolic pathways
slr1348,syn01100,Metabolic pathways
slr1349,syn01100,Metabolic pathways
slr1351,syn01100,Metabolic pathways
slr1364,syn01100,Metabolic pathways
slr1367,syn01100,Metabolic pathways
slr1368,syn01100,Metabolic pathways
slr1369,syn01100,Metabolic pathways
slr1418,syn01100,Metabolic pathways
slr1420,syn01100,Metabolic pathways
slr1423,syn01100,Metabolic pathways
slr1424,syn01100,Metabolic pathways
slr1434,syn01100,Metabolic pathways
slr1448,syn01100,Metabolic pathways
slr1459,syn01100,Metabolic pathways
slr1467,syn01100,Metabolic pathways
slr1476,syn01100,Metabolic pathways
slr1503,syn01100,Metabolic pathways
slr1510,syn01100,Metabolic pathways
slr1511,syn01100,Metabolic pathways
slr1517,syn01100,Metabolic pathways
slr1518,syn01100,Metabolic pathways
slr1538,syn01100,Metabolic pathways
slr1542,syn01100,Metabolic pathways
slr1556,syn01100,Metabolic pathways
slr1560,syn01100,Metabolic pathways
slr1573,syn01100,Metabolic pathways
slr1598,syn01100,Metabolic pathways
slr1599,syn01100,Metabolic pathways
slr1609,syn01100,Metabolic pathways
slr1615,syn01100,Metabolic pathways
slr1616,syn01100,Metabolic pathways
slr1623,syn01100,Metabolic pathways
slr1626,syn01100,Metabolic pathways
slr1643,syn01100,Metabolic pathways
slr1645,syn01100,Metabolic pathways
slr1655,syn01100,Metabolic pathways
slr1656,syn01100,Metabolic pathways
slr1665,syn01100,Metabolic pathways
slr1672,syn01100,Metabolic pathways
slr1691,syn01100,Metabolic pathways
slr1705,syn01100,Metabolic pathways
slr1718,syn01100,Metabolic pathways
slr1722,syn01100,Metabolic pathways
slr1736,syn01100,Metabolic pathways
slr1737,syn01100,Metabolic pathways
slr1739,syn01100,Metabolic pathways
slr1742,syn01100,Metabolic pathways
slr1743,syn01100,Metabolic pathways
slr1746,syn01100,Metabolic pathways
slr1748,syn01100,Metabolic pathways
slr1756,syn01100,Metabolic pathways
slr1762,syn01100,Metabolic pathways
slr1777,syn01100,Metabolic pathways
slr1779,syn01100,Metabolic pathways
slr1784,syn01100,Metabolic pathways
slr1787,syn01100,Metabolic pathways
slr1790,syn01100,Metabolic pathways
slr1791,syn01100,Metabolic pathways
slr1793,syn01100,Metabolic pathways
slr1808,syn01100,Metabolic pathways
slr1828,syn01100,Metabolic pathways
slr1829,syn01100,Metabolic pathways
slr1830,syn01100,Metabolic pathways
slr1834,syn01100,Metabolic pathways
slr1835,syn01100,Metabolic pathways
slr1840,syn01100,Metabolic pathways
slr1842,syn01100,Metabolic pathways
slr1843,syn01100,Metabolic pathways
slr1848,syn01100,Metabolic pathways
slr1857,syn01100,Metabolic pathways
slr1867,syn01100,Metabolic pathways
slr1874,syn01100,Metabolic pathways
slr1878,syn01100,Metabolic pathways
slr1879,syn01100,Metabolic pathways
slr1882,syn01100,Metabolic pathways
slr1887,syn01100,Metabolic pathways
slr1898,syn01100,Metabolic pathways
slr1923,syn01100,Metabolic pathways
slr1925,syn01100,Metabolic pathways
slr1933,syn01100,Metabolic pathways
slr1934,syn01100,Metabolic pathways
slr1938,syn01100,Metabolic pathways
slr1945,syn01100,Metabolic pathways
slr1975,syn01100,Metabolic pathways
slr1986,syn01100,Metabolic pathways
slr1991,syn01100,Metabolic pathways
slr1993,syn01100,Metabolic pathways
slr1994,syn01100,Metabolic pathways
slr2023,syn01100,Metabolic pathways
slr2026,syn01100,Metabolic pathways
slr2035,syn01100,Metabolic pathways
slr2051,syn01100,Metabolic pathways
slr2059,syn01100,Metabolic pathways
slr2067,syn01100,Metabolic pathways
slr2072,syn01100,Metabolic pathways
slr2074,syn01100,Metabolic pathways
slr2079,syn01100,Metabolic pathways
slr2081,syn01100,Metabolic pathways
slr2082,syn01100,Metabolic pathways
slr2083,syn01100,Metabolic pathways
slr2088,syn01100,Metabolic pathways
slr2094,syn01100,Metabolic pathways
slr2114,syn01100,Metabolic pathways
slr2121,syn01100,Metabolic pathways
slr2130,syn01100,Metabolic pathways
slr2132,syn01100,Metabolic pathways
slr2136,syn01100,Metabolic pathways
slr2141,syn01100,Metabolic pathways
sml0001,syn01100,Metabolic pathways
sml0002,syn01100,Metabolic pathways
sml0003,syn01100,Metabolic pathways
sml0004,syn01100,Metabolic pathways
sml0005,syn01100,Metabolic pathways
sml0007,syn01100,Metabolic pathways
sml0008,syn01100,Metabolic pathways
smr0001,syn01100,Metabolic pathways
smr0003,syn01100,Metabolic pathways
smr0004,syn01100,Metabolic pathways
smr0005,syn01100,Metabolic pathways
smr0006,syn01100,Metabolic pathways
smr0007,syn01100,Metabolic pathways
smr0008,syn01100,Metabolic pathways
smr0010,syn01100,Metabolic pathways
ssl0020,syn01100,Metabolic pathways
ssl0563,syn01100,Metabolic pathways
ssl2084,syn01100,Metabolic pathways
ssl2153,syn01100,Metabolic pathways
ssl2296,syn01100,Metabolic pathways
ssl2598,syn01100,Metabolic pathways
ssl2615,syn01100,Metabolic pathways
ssl3093,syn01100,Metabolic pathways
ssr0390,syn01100,Metabolic pathways
ssr1386,syn01100,Metabolic pathways
ssr2831,syn01100,Metabolic pathways
ssr3383,syn01100,Metabolic pathways
ssr3451,syn01100,Metabolic pathways
sll0006,syn01110,Biosynthesis of secondary metabolites
sll0017,syn01110,Biosynthesis of secondary metabolites
sll0018,syn01110,Biosynthesis of secondary metabolites
sll0019,syn01110,Biosynthesis of secondary metabolites
sll0033,syn01110,Biosynthesis of secondary metabolites
sll0045,syn01110,Biosynthesis of secondary metabolites
sll0053,syn01110,Biosynthesis of secondary metabolites
sll0065,syn01110,Biosynthesis of secondary metabolites
sll0080,syn01110,Biosynthesis of secondary metabolites
sll0109,syn01110,Biosynthesis of secondary metabolites
sll0147,syn01110,Biosynthesis of secondary metabolites
sll0158,syn01110,Biosynthesis of secondary metabolites
sll0166,syn01110,Biosynthesis of secondary metabolites
sll0171,syn01110,Biosynthesis of secondary metabolites
sll0179,syn01110,Biosynthesis of secondary metabolites
sll0207,syn01110,Biosynthesis of secondary metabolites
sll0254,syn01110,Biosynthesis of secondary metabolites
sll0300,syn01110,Biosynthesis of secondary metabolites
sll0329,syn01110,Biosynthesis of secondary metabolites
sll0336,syn01110,Biosynthesis of secondary metabolites
sll0356,syn01110,Biosynthesis of secondary metabolites
sll0373,syn01110,Biosynthesis of secondary metabolites
sll0378,syn01110,Biosynthesis of secondary metabolites
sll0401,syn01110,Biosynthesis of secondary metabolites
sll0402,syn01110,Biosynthesis of secondary metabolites
sll0404,syn01110,Biosynthesis of secondary metabolites
sll0409,syn01110,Biosynthesis of secondary metabolites
sll0418,syn01110,Biosynthesis of secondary metabolites
sll0421,syn01110,Biosynthesis of secondary metabolites
sll0422,syn01110,Biosynthesis of secondary metabolites
sll0455,syn01110,Biosynthesis of secondary metabolites
sll0461,syn01110,Biosynthesis of secondary metabolites
sll0469,syn01110,Biosynthesis of secondary metabolites
sll0480,syn01110,Biosynthesis of secondary metabolites
sll0504,syn01110,Biosynthesis of secondary metabolites
sll0506,syn01110,Biosynthesis of secondary metabolites
sll0513,syn01110,Biosynthesis of secondary metabolites
sll0542,syn01110,Biosynthesis of secondary metabolites
sll0578,syn01110,Biosynthesis of secondary metabolites
sll0585,syn01110,Biosynthesis of secondary metabolites
sll0587,syn01110,Biosynthesis of secondary metabolites
sll0593,syn01110,Biosynthesis of secondary metabolites
sll0603,syn01110,Biosynthesis of secondary metabolites
sll0659,syn01110,Biosynthesis of secondary metabolites
sll0711,syn01110,Biosynthesis of secondary metabolites
sll0712,syn01110,Biosynthesis of secondary metabolites
sll0726,syn01110,Biosynthesis of secondary metabolites
sll0728,syn01110,Biosynthesis of secondary metabolites
sll0735,syn01110,Biosynthesis of secondary metabolites
sll0741,syn01110,Biosynthesis of secondary metabolites
sll0745,syn01110,Biosynthesis of secondary metabolites
sll0757,syn01110,Biosynthesis of secondary metabolites
sll0807,syn01110,Biosynthesis of secondary metabolites
sll0817,syn01110,Biosynthesis of secondary metabolites
sll0823,syn01110,Biosynthesis of secondary metabolites
sll0842,syn01110,Biosynthesis of secondary metabolites
sll0891,syn01110,Biosynthesis of secondary metabolites
sll0892,syn01110,Biosynthesis of secondary metabolites
sll0900,syn01110,Biosynthesis of secondary metabolites
sll0901,syn01110,Biosynthesis of secondary metabolites
sll0902,syn01110,Biosynthesis of secondary metabolites
sll0927,syn01110,Biosynthesis of secondary metabolites
sll0934,syn01110,Biosynthesis of secondary metabolites
sll0936,syn01110,Biosynthesis of secondary metabolites
sll0945,syn01110,Biosynthesis of secondary metabolites
sll0990,syn01110,Biosynthesis of secondary metabolites
sll1023,syn01110,Biosynthesis of secondary metabolites
sll1027,syn01110,Biosynthesis of secondary metabolites
sll1056,syn01110,Biosynthesis of secondary metabolites
sll1058,syn01110,Biosynthesis of secondary metabolites
sll1059,syn01110,Biosynthesis of secondary metabolites
sll1070,syn01110,Biosynthesis of secondary metabolites
sll1085,syn01110,Biosynthesis of secondary metabolites
sll1091,syn01110,Biosynthesis of secondary metabolites
sll1108,syn01110,Biosynthesis of secondary metabolites
sll1112,syn01110,Biosynthesis of secondary metabolites
sll1127,syn01110,Biosynthesis of secondary metabolites
sll1172,syn01110,Biosynthesis of secondary metabolites
sll1184,syn01110,Biosynthesis of secondary metabolites
sll1185,syn01110,Biosynthesis of secondary metabolites
sll1189,syn01110,Biosynthesis of secondary metabolites
sll1196,syn01110,Biosynthesis of secondary metabolites
sll1214,syn01110,Biosynthesis of secondary metabolites
sll1249,syn01110,Biosynthesis of secondary metabolites
sll1275,syn01110,Biosynthesis of secondary metabolites
sll1282,syn01110,Biosynthesis of secondary metabolites
sll1329,syn01110,Biosynthesis of secondary metabolites
sll1342,syn01110,Biosynthesis of secondary metabolites
