System,Process,Pathway,Protein,short_name,full_name,EC-class
Cellular Processes,Cellular community,Quorum sensing,H16_A1301,h16_A1301,"ABC-type transporter, permease component: PepT family",K02033 ABC.PE.P; peptide/nickel transport system permease protein
Cellular Processes,Cellular community,Quorum sensing,H16_A1473,h16_A1473,"ABC-type transporter, permease component: PepT family",K02033 ABC.PE.P; peptide/nickel transport system permease protein
Cellular Processes,Cellular community,Quorum sensing,H16_A2950,h16_A2950,"ABC-type transporter, permease component: PepT family",K02033 ABC.PE.P; peptide/nickel transport system permease protein
Cellular Processes,Cellular community,Quorum sensing,H16_B0720,dppB3,"ABC-type transporter, permease component: PepT family",K02033 ABC.PE.P; peptide/nickel transport system permease protein
Cellular Processes,Cellular community,Quorum sensing,H16_A2084,h16_A2084,"ABC-type transporter, permease component: PepT family",K02034 ABC.PE.P1; peptide/nickel transport system permease protein
Cellular Processes,Cellular community,Quorum sensing,H16_A3296,h16_A3296,"ABC-type transporter, permease component: PepT family",K02034 ABC.PE.P1; peptide/nickel transport system permease protein
Cellular Processes,Cellular community,Quorum sensing,H16_A1302,h16_A1302,"ABC-type transporter, permease component: PepT family",K02034 ABC.PE.P1; peptide/nickel transport system permease protein
Cellular Processes,Cellular community,Quorum sensing,H16_B2464,h16_B2464,"ABC-type transporter, permease component: PepT family",K02034 ABC.PE.P1; peptide/nickel transport system permease protein
Cellular Processes,Cellular community,Quorum sensing,H16_B1126,h16_B1126,"ABC-type transporter, permease component: PepT family",K02034 ABC.PE.P1; peptide/nickel transport system permease protein
Cellular Processes,Cellular community,Quorum sensing,H16_A1472,h16_A1472,"ABC-type transporter, permease component: PepT family",K02034 ABC.PE.P1; peptide/nickel transport system permease protein
Cellular Processes,Cellular community,Quorum sensing,H16_A2951,h16_A2951,"ABC-type transporter, permease component: PepT family",K02034 ABC.PE.P1; peptide/nickel transport system permease protein
Cellular Processes,Cellular community,Quorum sensing,H16_B0719,dppC3,"ABC-type transporter, permease component: PepT family",K02034 ABC.PE.P1; peptide/nickel transport system permease protein
Cellular Processes,Cellular community,Quorum sensing,H16_A2085,h16_A2085,"ABC-type transporter, duplicated ATPase domains:CUT2 family",K02031 ABC.PE.A; peptide/nickel transport system ATP-binding protein
Cellular Processes,Cellular community,Quorum sensing,H16_A3295,h16_A3295,"ABC-type transporter, ATPase component: PepT family",K02031 ABC.PE.A; peptide/nickel transport system ATP-binding protein
Cellular Processes,Cellular community,Quorum sensing,H16_B2463,h16_B2463,"ABC-type transporter, duplicated ATPase domains:PepT family",K02031 ABC.PE.A; peptide/nickel transport system ATP-binding protein
Cellular Processes,Cellular community,Quorum sensing,H16_A1470,h16_A1470,"ABC-type transporter, ATPase component: PepT family",K02031 ABC.PE.A; peptide/nickel transport system ATP-binding protein
Cellular Processes,Cellular community,Quorum sensing,H16_A2952,h16_A2952,"ABC-type transporter, ATPase component: PepT family",K02031 ABC.PE.A; peptide/nickel transport system ATP-binding protein
Cellular Processes,Cellular community,Quorum sensing,H16_A1303,h16_A1303,"ABC-type transporter, ATPase component: PepT family",K02031 ABC.PE.A; peptide/nickel transport system ATP-binding protein
Cellular Processes,Cellular community,Quorum sensing,H16_B1125,h16_B1125,"ABC-type transporter, ATPase component: PepT family",K02031 ABC.PE.A; peptide/nickel transport system ATP-binding protein
Cellular Processes,Cellular community,Quorum sensing,H16_A3294,h16_A3294,"ABC-type transporter, ATPase component: PepT family",K02032 ABC.PE.A1; peptide/nickel transport system ATP-binding protein
Cellular Processes,Cellular community,Quorum sensing,H16_A1471,h16_A1471,"ABC-type transporter, ATPase component: PepT family",K02032 ABC.PE.A1; peptide/nickel transport system ATP-binding protein
Cellular Processes,Cellular community,Quorum sensing,H16_A2953,h16_A2953,"ABC-type transporter, ATPase component: PepT family",K02032 ABC.PE.A1; peptide/nickel transport system ATP-binding protein
Cellular Processes,Cellular community,Quorum sensing,H16_B1124,h16_B1124,ABC-type transporter,K02032 ABC.PE.A1; peptide/nickel transport system ATP-binding protein
Cellular Processes,Cellular community,Quorum sensing,H16_A1304,h16_A1304,"ABC-type transporter, ATPase component: PepT family",K02032 ABC.PE.A1; peptide/nickel transport system ATP-binding protein
Cellular Processes,Cellular community,Quorum sensing,H16_A3744,h16_A3744,inner membrane protein,K03217 yidC; YidC/Oxa1 family membrane protein insertase
Cellular Processes,Cellular community,Quorum sensing,H16_A1129,mprA,"putative peptidase, S08A subfamily",K14645 K14645; serine protease
Cellular Processes,Cellular community,Quorum sensing,H16_A3503,secE,preprotein translocase subunit SecE,K03073 secE; preprotein translocase subunit SecE
Cellular Processes,Cellular community,Quorum sensing,H16_A1048,secG,preprotein translocase subunit SecG,K03075 secG; preprotein translocase subunit SecG
Cellular Processes,Cellular community,Quorum sensing,H16_A3464,secY,preprotein translocase SecY (membrane subunit),K03076 secY; preprotein translocase subunit SecY
Cellular Processes,Cellular community,Quorum sensing,H16_A3114,yajC,protein translocase subunit Yaj,K03210 yajC; preprotein translocase subunit Yaj
Cellular Processes,Cellular community,Quorum sensing,H16_A3264,secA,preprotein translocase subunit Sec,K03070 secA; preprotein translocase subunit Sec
Cellular Processes,Cellular community,Quorum sensing,H16_A0363,ftsY,signal recognition particle receptor FtsY,K03110 ftsY; fused signal recognition particle receptor
Cellular Processes,Cellular community,Quorum sensing,H16_A0335,secB,preprotein translocase subunit Sec,K03071 secB; preprotein translocase subunit Sec
Cellular Processes,Cellular community,Quorum sensing,H16_A3241,ffh,signal recognition particle GTPase,K03106 SRP54; signal recognition particle subunit SRP54
Cellular Processes,Cellular community,Quorum sensing,H16_A2724,plcN1,Phospholipase ,K01114 plc; phospholipase C
Cellular Processes,Cellular community,Quorum sensing,H16_B1067,plcN3,Phospholipase ,K01114 plc; phospholipase C
Cellular Processes,Cellular community,Quorum sensing,H16_B1166,plcN4,Phospholipase ,K01114 plc; phospholipase C
Cellular Processes,Cellular community,Quorum sensing,H16_B0534,plcN2,Phospholipase ,K01114 plc; phospholipase C
Cellular Processes,Cell motility,Bacterial chemotaxis,H16_B2505,h16_B2505,Methyl-accepting chemotaxis protein,K03406 mcp; methyl-accepting chemotaxis protein
Cellular Processes,Cell motility,Bacterial chemotaxis,H16_A0056,tar1,"Methyl-accepting chemotaxis protein, contains Cache domain",K03406 mcp; methyl-accepting chemotaxis protein
Cellular Processes,Cell motility,Bacterial chemotaxis,H16_B1933,h16_B1933,Methyl-accepting chemotaxis protein,K03406 mcp; methyl-accepting chemotaxis protein
Cellular Processes,Cell motility,Bacterial chemotaxis,H16_B0233,h16_B0233,Methyl-accepting chemotaxis protein,K03406 mcp; methyl-accepting chemotaxis protein
Cellular Processes,Cell motility,Bacterial chemotaxis,H16_B2295,h16_B2295,Methyl-accepting chemotaxis protein i,"K05874 tsr; methyl-accepting chemotaxis protein I, serine sensor receptor"
Cellular Processes,Cell motility,Bacterial chemotaxis,H16_B0228,h16_B0228,Methyl-accepting chemotaxis protein,"K05874 tsr; methyl-accepting chemotaxis protein I, serine sensor receptor"
Cellular Processes,Cell motility,Bacterial chemotaxis,H16_A2292,h16_A2292,Methyl-accepting chemotaxis protein,"K05874 tsr; methyl-accepting chemotaxis protein I, serine sensor receptor"
Cellular Processes,Cell motility,Bacterial chemotaxis,H16_B1038,h16_B1038,aerotaxis sensor receptor (chemotaxis transducer) transmembrane protein,K03776 aer; aerotaxis receptor
Cellular Processes,Cell motility,Bacterial chemotaxis,H16_B0232,h16_B0232,Methyl-accepting chemotaxis protein,K03776 aer; aerotaxis receptor
Cellular Processes,Cell motility,Bacterial chemotaxis,H16_B1500,frcB,"ABC-type transporter, periplasmic component: CUT2 family, fructose specific",K10439 rbsB; ribose transport system substrate-binding protein
Cellular Processes,Cell motility,Bacterial chemotaxis,H16_B0239,cheA1,Chemotaxis protein histidine kinase,"K03407 cheA; two-component system, chemotaxis family, sensor kinase CheA"
Cellular Processes,Cell motility,Bacterial chemotaxis,H16_B0231,cheW3,Chemotaxis protein,K03408 cheW; purine-binding chemotaxis protein CheW
Cellular Processes,Cell motility,Bacterial chemotaxis,H16_B0240,cheW1,Chemotaxis protein,K03408 cheW; purine-binding chemotaxis protein CheW
Cellular Processes,Cell motility,Bacterial chemotaxis,H16_B0230,cheY3,chemotaxis response regulator,"K03413 cheY; two-component system, chemotaxis family, chemotaxis protein CheY"
Cellular Processes,Cell motility,Bacterial chemotaxis,H16_B0244,cheY1,chemotaxis response regulator,"K03413 cheY; two-component system, chemotaxis family, chemotaxis protein CheY"
Cellular Processes,Cell motility,Bacterial chemotaxis,H16_B0245,cheZ1,chemotaxis specific phosphatase,K03414 cheZ; chemotaxis protein CheZ
Cellular Processes,Cell motility,Bacterial chemotaxis,H16_B0243,cheB1,chemotaxis specific response regulator containing a methylesterase domain,"K03412 cheB; two-component system, chemotaxis family, protein-glutamate methylesterase/glutaminase"
Cellular Processes,Cell motility,Bacterial chemotaxis,H16_B2240,cheV,chemotaxis specific response regulator containing a CheW-domain,"K03415 cheV; two-component system, chemotaxis family, chemotaxis protein CheV"
Cellular Processes,Cell motility,Bacterial chemotaxis,H16_B0242,cheD1,Chemotaxis protein,K03411 cheD; chemotaxis protein CheD
Cellular Processes,Cell motility,Bacterial chemotaxis,H16_B0241,cheR1,chemotaxis specific methyltransferase,K00575 cheR; chemotaxis protein methyltransferase CheR
Cellular Processes,Cell motility,Bacterial chemotaxis,H16_B2369,fliG,flagellar motor switch protein,K02410 fliG; flagellar motor switch protein FliG
Cellular Processes,Cell motility,Bacterial chemotaxis,H16_B0566,fliM,flagellar motor switch protein,K02416 fliM; flagellar motor switch protein FliM
Cellular Processes,Cell motility,Bacterial chemotaxis,H16_B0565,fliN,flagellar motor switch protein/type III secretory pathway protein,K02417 fliNY; flagellar motor switch protein FliN/FliY
Cellular Processes,Cell motility,Bacterial chemotaxis,H16_B0237,motA,flagellar motor component,K02556 motA; chemotaxis protein Mot
Cellular Processes,Cell motility,Bacterial chemotaxis,H16_B0238,motB,Chemotaxis protein,K02557 motB; chemotaxis protein Mot
Cellular Processes,Cell motility,Flagellar assembly,H16_B0236,flhC1,flagellar transcriptional activator,K02402 flhC; flagellar transcriptional activator Flh
Cellular Processes,Cell motility,Flagellar assembly,H16_B0919,flhC2,flagellar transcriptional activator,K02402 flhC; flagellar transcriptional activator Flh
Cellular Processes,Cell motility,Flagellar assembly,H16_B0235,flhD1,flagellar transcriptional activator,K02403 flhD; flagellar transcriptional activator Flh
Cellular Processes,Cell motility,Flagellar assembly,H16_B1539,flhD2,flagellar transcriptional activator,K02403 flhD; flagellar transcriptional activator Flh
Cellular Processes,Cell motility,Flagellar assembly,H16_B0259,flgM,negative regulator of flagellin synthesis,K02398 flgM; negative regulator of flagellin synthesis FlgM
Cellular Processes,Cell motility,Flagellar assembly,H16_B0256,fliA,DNA-directed RNA polymerase sigma subunit / flagellum specific,K02405 fliA; RNA polymerase sigma factor for flagellar operon Fli
Cellular Processes,Cell motility,Flagellar assembly,H16_B2360,fliC,Flagellin,K02406 fliC; flagellin
Cellular Processes,Cell motility,Flagellar assembly,H16_B2362,fliD,flagellar hook-associated protein 2,K02407 fliD; flagellar hook-associated protein 2
Cellular Processes,Cell motility,Flagellar assembly,H16_B0271,flgL,flagellar hook-associated protein 3,K02397 flgL; flagellar hook-associated protein 3 FlgL
Cellular Processes,Cell motility,Flagellar assembly,H16_B0270,flgK,flagellar hook-associated protein 1,K02396 flgK; flagellar hook-associated protein 1 FlgK
Cellular Processes,Cell motility,Flagellar assembly,H16_B2373,fliK2,flagellar hook-length control protein,K02414 fliK; flagellar hook-length control protein FliK
Cellular Processes,Cell motility,Flagellar assembly,H16_B0263,flgD,flagellar basal body rod modification protein,K02389 flgD; flagellar basal-body rod modification protein Flg
Cellular Processes,Cell motility,Flagellar assembly,H16_B0264,flgE,flagellar hook protein,K02390 flgE; flagellar hook protein FlgE
Cellular Processes,Cell motility,Flagellar assembly,H16_B0265,flgF,flagellar basal body rod protein,K02391 flgF; flagellar basal-body rod protein FlgF
Cellular Processes,Cell motility,Flagellar assembly,H16_B0266,flgG,flagellar basal body rod protein,K02392 flgG; flagellar basal-body rod protein FlgG
Cellular Processes,Cell motility,Flagellar assembly,H16_B0267,flgH,flagellar basal body L-ring protein,K02393 flgH; flagellar L-ring protein precursor FlgH
Cellular Processes,Cell motility,Flagellar assembly,H16_B0268,flgI,flagellar basal body P-ring protein,K02394 flgI; flagellar P-ring protein precursor FlgI
Cellular Processes,Cell motility,Flagellar assembly,H16_B0261,flgB,flagellar basal body protein,K02387 flgB; flagellar basal-body rod protein Flg
Cellular Processes,Cell motility,Flagellar assembly,H16_B0262,flgC,flagellar basal body rod protein,K02388 flgC; flagellar basal-body rod protein Flg
Cellular Processes,Cell motility,Flagellar assembly,H16_B2367,fliE,flagellar hook-basal body complex protein,K02408 fliE; flagellar hook-basal body complex protein FliE
Cellular Processes,Cell motility,Flagellar assembly,H16_B2368,fliF,Flagellar M-ring protein,K02409 fliF; flagellar M-ring protein FliF
Cellular Processes,Cell motility,Flagellar assembly,H16_B2369,fliG,flagellar motor switch protein,K02410 fliG; flagellar motor switch protein FliG
Cellular Processes,Cell motility,Flagellar assembly,H16_B0566,fliM,flagellar motor switch protein,K02416 fliM; flagellar motor switch protein FliM
Cellular Processes,Cell motility,Flagellar assembly,H16_B0565,fliN,flagellar motor switch protein/type III secretory pathway protein,K02417 fliNY; flagellar motor switch protein FliN/FliY
Cellular Processes,Cell motility,Flagellar assembly,H16_B0253,flhA,flagellar biosynthetic protein,K02400 flhA; flagellar biosynthesis protein Flh
Cellular Processes,Cell motility,Flagellar assembly,H16_B0252,flhB1,flagellar biosynthesis protein,K02401 flhB; flagellar biosynthetic protein Flh
Cellular Processes,Cell motility,Flagellar assembly,H16_B2370,fliH,flagellar biosynthesis/type III secretory pathway protein,K02411 fliH; flagellar assembly protein FliH
Cellular Processes,Cell motility,Flagellar assembly,H16_B2371,fliI,Flagellum-specific ATP synthase,K02412 fliI; flagellum-specific ATP synthase
Cellular Processes,Cell motility,Flagellar assembly,H16_B0564,fliO,flagellar biosynthesis protein,K02418 fliOZ; flagellar protein FliO/FliZ
Cellular Processes,Cell motility,Flagellar assembly,H16_B0563,fliP,flagellar biosynthesis protein,K02419 fliP; flagellar biosynthetic protein FliP
Cellular Processes,Cell motility,Flagellar assembly,H16_B0562,fliQ,flagellar biosynthesis protein,K02420 fliQ; flagellar biosynthetic protein FliQ
Cellular Processes,Cell motility,Flagellar assembly,H16_B0561,fliR,flagellar biosynthesis protein,K02421 fliR; flagellar biosynthetic protein FliR
Cellular Processes,Cell motility,Flagellar assembly,H16_B0237,motA,flagellar motor component,K02556 motA; chemotaxis protein Mot
Cellular Processes,Cell motility,Flagellar assembly,H16_B0238,motB,Chemotaxis protein,K02557 motB; chemotaxis protein Mot
Cellular Processes,Cell motility,Flagellar assembly,H16_B0258,flgN,flagellar biosynthesis protein,K02399 flgN; flagella synthesis protein FlgN
Cellular Processes,Cell motility,Flagellar assembly,H16_B2372,fliJ,Flagellar protein,K02413 fliJ; flagellar FliJ protein
Cellular Processes,Cell motility,Flagellar assembly,H16_B2363,fliS,Flagellar protein,K02422 fliS; flagellar protein FliS
Cellular Processes,Cell motility,Flagellar assembly,H16_B2364,fliT,Flagellar protein,K02423 fliT; flagellar protein FliT
Cellular Processes,Cell motility,Flagellar assembly,H16_B0260,flgA,flagellar basal body P ring formation protein,K02386 flgA; flagella basal body P-ring formation protein Flg
Human Diseases,Drug resistance: Antimicrobial,beta-Lactam resistance,H16_A0218,h16_A0218,"MFS transporter, PAT family","K08218 ampG; MFS transporter, PAT family, beta-lactamase induction signal transducer AmpG"
Human Diseases,Drug resistance: Antimicrobial,beta-Lactam resistance,H16_A2550,h16_A2550,Beta-glucosidase-related glycosidase,K01207 nagZ; beta-N-acetylhexosaminidase
Human Diseases,Drug resistance: Antimicrobial,beta-Lactam resistance,H16_B1301,ampC1,Beta-lactamase class ,K01467 ampC; beta-lactamase class C
Human Diseases,Drug resistance: Antimicrobial,beta-Lactam resistance,H16_B0717,dppD3,"ABC-type transporter, ATPase component: PepT family",K15583 oppD; oligopeptide transport system ATP-binding protein
Human Diseases,Drug resistance: Antimicrobial,beta-Lactam resistance,H16_B0716,dppF3,"ABC-type transporter, ATPase component: PepT family",K10823 oppF; oligopeptide transport system ATP-binding protein
Human Diseases,Drug resistance: Antimicrobial,beta-Lactam resistance,H16_A3357,acrA6,"Cation/multidrug efflux system, mebrane-fusion component","K03585 acrA; membrane fusion protein, multidrug efflux system"
Human Diseases,Drug resistance: Antimicrobial,beta-Lactam resistance,H16_A3729,h16_A3729,acriflavin resistance protein ,"K03585 acrA; membrane fusion protein, multidrug efflux system"
Human Diseases,Drug resistance: Antimicrobial,beta-Lactam resistance,H16_A3356,acrB6,Cation/multidrug efflux pump,K18138 acrB; multidrug efflux pump
Human Diseases,Drug resistance: Antimicrobial,beta-Lactam resistance,H16_A3730,acrB7b,Cation/multidrug efflux pump,K18138 acrB; multidrug efflux pump
Human Diseases,Drug resistance: Antimicrobial,beta-Lactam resistance,H16_B0787,h16_B0787,outer membrane efflux protein,"K18139 oprM; outer membrane protein, multidrug efflux system"
Human Diseases,Drug resistance: Antimicrobial,beta-Lactam resistance,H16_A3355,acrC6,Cation/multidrug efflux system outer membrane porin,"K18139 oprM; outer membrane protein, multidrug efflux system"
Human Diseases,Drug resistance: Antimicrobial,beta-Lactam resistance,H16_A3731,h16_A3731,outer membrane efflux protein,"K18139 oprM; outer membrane protein, multidrug efflux system"
Human Diseases,Drug resistance: Antimicrobial,beta-Lactam resistance,H16_A2879,acrC5,Cation/multidrug efflux system outer membrane porin,K12340 tolC; outer membrane protein
Human Diseases,Drug resistance: Antimicrobial,beta-Lactam resistance,H16_B2148,h16_B2148,membrane carboxypeptidase,K05366 mrcA; penicillin-binding protein 1A
Human Diseases,Drug resistance: Antimicrobial,beta-Lactam resistance,H16_B2027,h16_B2027,membrane carboxypeptidase (penicillin-binding protein),K05366 mrcA; penicillin-binding protein 1A
Human Diseases,Drug resistance: Antimicrobial,beta-Lactam resistance,H16_A3441,h16_A3441,periplasmic multimodular transpeptidase/transglycosylase,K05366 mrcA; penicillin-binding protein 1A
Human Diseases,Drug resistance: Antimicrobial,beta-Lactam resistance,H16_B1965,h16_B1965,periplasmic multimodular transpeptidase/transglycosylase,K05366 mrcA; penicillin-binding protein 1A
Human Diseases,Drug resistance: Antimicrobial,beta-Lactam resistance,H16_A0116,ftsI2,"cell elongation specific D,D-transpeptidase",K05515 mrdA; penicillin-binding protein 2
Human Diseases,Drug resistance: Antimicrobial,beta-Lactam resistance,H16_A3279,ftsI1,peptidoglycan glycosyltransferase,K03587 ftsI; cell division protein FtsI (penicillin-binding protein 3)
Human Diseases,Drug resistance: Antimicrobial,beta-Lactam resistance,H16_B1495,h16_B1495,Beta-lactamase LCR-1 precursor,K17838 oxa; beta-lactamase class D
Human Diseases,Drug resistance: Antimicrobial,Vancomycin resistance,H16_A3271,ddlB,D-Alanine-D-Alanine ligase,K01921 ddl; D-alanine-D-alanine ligase
Human Diseases,Drug resistance: Antimicrobial,Vancomycin resistance,H16_A2113,dadX,alanine racemase,K01775 alr; alanine racemase
Human Diseases,Drug resistance: Antimicrobial,Vancomycin resistance,H16_A3277,murF,UDP-N-acetylmuramoyl tripeptide-D-alanyl-D-alanine ligase,K01929 murF; UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
Human Diseases,Drug resistance: Antimicrobial,Vancomycin resistance,H16_A3276,mraY,Phospho-N-acetylmuramoyl pentapeptide-transferase,K01000 mraY; phospho-N-acetylmuramoyl-pentapeptide-transferase
Human Diseases,Drug resistance: Antimicrobial,Vancomycin resistance,H16_A3273,murG,UDP-N-acetylglucosamine:LPS N-acetylglucosamine transferase,K02563 murG; UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
Human Diseases,Drug resistance: Antimicrobial,Cationic antimicrobial peptide (CAMP) resistance,H16_B1640,h16_B1640,glycosyltransferase involved in cell wall biogenesis,K10012 arnC; undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
Human Diseases,Drug resistance: Antimicrobial,Cationic antimicrobial peptide (CAMP) resistance,H16_B2093,h16_B2093,signal transduction histidine kinase,"K07640 cpxA; two-component system, OmpR family, sensor histidine kinase CpxA"
Human Diseases,Drug resistance: Antimicrobial,Cationic antimicrobial peptide (CAMP) resistance,H16_A0597,amiC,N-Acetylmuramoyl-L-alanine amidase,K01448 amiABC; N-acetylmuramoyl-L-alanine amidase
Human Diseases,Drug resistance: Antimicrobial,Cationic antimicrobial peptide (CAMP) resistance,H16_A2560,h16_A2560,"Trypsin-like serine protease, typically periplasmic, contains C-terminal PDZ domain",K04771 degP; serine protease Do
Human Diseases,Drug resistance: Antimicrobial,Cationic antimicrobial peptide (CAMP) resistance,H16_B0159,h16_B0159,"Trypsin-like serine protease, contains C-terminal PDZ domain",K04771 degP; serine protease Do
Human Diseases,Drug resistance: Antimicrobial,Cationic antimicrobial peptide (CAMP) resistance,H16_A0161,h16_A0161,Thiol:disulfide interchange protein Dsb,K03673 dsbA; thiol:disulfide interchange protein Dsb
Human Diseases,Drug resistance: Antimicrobial,Cationic antimicrobial peptide (CAMP) resistance,H16_A1219,ppiA,"Peptidyl-prolyl cis-trans isomerase,cyclophilinfamily",K03767 PPIA; peptidyl-prolyl cis-trans isomerase A (cyclophilin A)
Human Diseases,Drug resistance: Antimicrobial,Cationic antimicrobial peptide (CAMP) resistance,H16_A3357,acrA6,"Cation/multidrug efflux system, mebrane-fusion component","K03585 acrA; membrane fusion protein, multidrug efflux system"
Human Diseases,Drug resistance: Antimicrobial,Cationic antimicrobial peptide (CAMP) resistance,H16_A3729,h16_A3729,acriflavin resistance protein ,"K03585 acrA; membrane fusion protein, multidrug efflux system"
Human Diseases,Drug resistance: Antimicrobial,Cationic antimicrobial peptide (CAMP) resistance,H16_A3356,acrB6,Cation/multidrug efflux pump,K18138 acrB; multidrug efflux pump
Human Diseases,Drug resistance: Antimicrobial,Cationic antimicrobial peptide (CAMP) resistance,H16_A3730,acrB7b,Cation/multidrug efflux pump,K18138 acrB; multidrug efflux pump
Human Diseases,Drug resistance: Antimicrobial,Cationic antimicrobial peptide (CAMP) resistance,H16_A2879,acrC5,Cation/multidrug efflux system outer membrane porin,K12340 tolC; outer membrane protein
Human Diseases,Drug resistance: Antimicrobial,Cationic antimicrobial peptide (CAMP) resistance,H16_A2043,lpxA,Acyl-ACP-UDP-N-acetylglucosamine O-acyltransferase,K00677 lpxA; UDP-N-acetylglucosamine acyltransferase
Metabolism,Metabolism,Protein kinases,H16_A0884,h16_A0884,conserved hypothetical protein,K12132 prkC; eukaryotic-like serine/threonine-protein kinase
Metabolism,Metabolism,Protein kinases,H16_B1655,hipA,Uncharacterized protein related to capsule biosynthesis enzymes,K07154 hipA; serine/threonine-protein kinase HipA
Metabolism,Metabolism,Protein kinases,H16_B1058,h16_B1058,Uncharacterized protein related to capsule biosynthesis enzymes,K07154 hipA; serine/threonine-protein kinase HipA
Metabolism,Metabolism,Protein kinases,H16_A2073,h16_A2073,conserved hypothetical protein,K07154 hipA; serine/threonine-protein kinase HipA
Metabolism,Metabolism,Protein kinases,H16_B0022,wzc,protein tyrosin kinase involved in exopolysaccharide biosynthesis,K16692 etk-wzc; tyrosine-protein kinase Etk/Wzc
Metabolism,Metabolism,Protein kinases,H16_B0036,h16_B0036,putative exopolysaccharide biosynthesis protein,K16692 etk-wzc; tyrosine-protein kinase Etk/Wzc
Metabolism,Metabolism,Protein kinases,H16_A1857,h16_A1857,Uncharacterized protein involved in exopolysaccharide biosynthesis,K16692 etk-wzc; tyrosine-protein kinase Etk/Wzc
Metabolism,Metabolism,Protein kinases,H16_B0012,h16_B0012,"EPS I polysaccharide export protein, putative tyrosine-protein kinase",K16692 etk-wzc; tyrosine-protein kinase Etk/Wzc
Metabolism,Metabolism,Protein kinases,H16_A2438,phoR,"signal transduction histidine kinase, phosphate regulon sensor PhoR","K07636 phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR"
Metabolism,Metabolism,Protein kinases,H16_A0587,h16_A0587,signal transduction histidine kinase,"K07638 envZ; two-component system, OmpR family, osmolarity sensor histidine kinase EnvZ"
Metabolism,Metabolism,Protein kinases,H16_A1462,h16_A1462,signal transduction histidine kinase,"K07638 envZ; two-component system, OmpR family, osmolarity sensor histidine kinase EnvZ"
Metabolism,Metabolism,Protein kinases,H16_B2093,h16_B2093,signal transduction histidine kinase,"K07640 cpxA; two-component system, OmpR family, sensor histidine kinase CpxA"
Metabolism,Metabolism,Protein kinases,H16_A0294,h16_A0294,signal transduction histidine kinase,"K07641 creC; two-component system, OmpR family, sensor histidine kinase CreC"
Metabolism,Metabolism,Protein kinases,H16_B1646,h16_B1646,signal transduction histidine kinase,"K07644 cusS; two-component system, OmpR family, heavy metal sensor histidine kinase CusS"
Metabolism,Metabolism,Protein kinases,H16_B2187,copS,"signal transduction histidine kinase, copper sensor","K07644 cusS; two-component system, OmpR family, heavy metal sensor histidine kinase CusS"
Metabolism,Metabolism,Protein kinases,H16_A2168,czrS,"signal transduction histidine kinase, heavy metal sensor","K07644 cusS; two-component system, OmpR family, heavy metal sensor histidine kinase CusS"
Metabolism,Metabolism,Protein kinases,H16_A1428,h16_A1428,signal transduction histidine kinase,"K07645 qseC; two-component system, OmpR family, sensor histidine kinase QseC"
Metabolism,Metabolism,Protein kinases,H16_B0895,kdpD2,Osmosensitive K+ channel histidine kinase,"K07646 kdpD; two-component system, OmpR family, sensor histidine kinase KdpD"
Metabolism,Metabolism,Protein kinases,H16_A2600,kdpD1,Osmosensitive K+ channel histidine kinase,"K07646 kdpD; two-component system, OmpR family, sensor histidine kinase KdpD"
Metabolism,Metabolism,Protein kinases,H16_A3725,h16_A3725,signal transduction histidine kinase,"K07649 tctE; two-component system, OmpR family, sensor histidine kinase TctE"
Metabolism,Metabolism,Protein kinases,H16_A0542,h16_A0542,signal transduction histidine kinase,"K07649 tctE; two-component system, OmpR family, sensor histidine kinase TctE"
Metabolism,Metabolism,Protein kinases,H16_A2380,h16_A2380,signal transduction histidine kinase,"K07649 tctE; two-component system, OmpR family, sensor histidine kinase TctE"
Metabolism,Metabolism,Protein kinases,H16_B2562,h16_B2562,signal transduction histidine kinase,"K02484 K02484; two-component system, OmpR family, sensor kinase"
Metabolism,Metabolism,Protein kinases,H16_B2333,narX2,"signal transduction histidine kinase,nitrate/nitrite-specific","K07673 narX; two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarX"
Metabolism,Metabolism,Protein kinases,PHG265,narX,transmembrane nitrate/nitrite sensor kinase,"K07673 narX; two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarX"
Metabolism,Metabolism,Protein kinases,H16_B2085,h16_B2085,signal transduction histidine kinase containing a receiver domain (hybrid),"K07677 rcsC; two-component system, NarL family, capsular synthesis sensor histidine kinase RcsC"
Metabolism,Metabolism,Protein kinases,H16_B2088,h16_B2088,signal transduction histidine kinase containing a receiver domain (hybrid),"K07677 rcsC; two-component system, NarL family, capsular synthesis sensor histidine kinase RcsC"
Metabolism,Metabolism,Protein kinases,H16_B1971,h16_B1971,Sensor protein rcs,"K07677 rcsC; two-component system, NarL family, capsular synthesis sensor histidine kinase RcsC"
Metabolism,Metabolism,Protein kinases,H16_B1625,h16_B1625,signal transduction histidine kinase containing a receiver domain (hybrid),"K07677 rcsC; two-component system, NarL family, capsular synthesis sensor histidine kinase RcsC"
